transaction_id,category_key,amount,gst_rate,itc_eligible,claimed_itc,itc_claimed_but_blocked,late_filing_days,has_valid_gstin,is_round_number_amount,tax_amount,estimated_penalty_exposure,risk_level
RISK000590,purchase_goods,170473.75,18,Eligible,True,False,0,True,False,30685.28,0.0,Low
RISK000591,employee_travel,54027.73,5,Blocked,False,False,0,True,False,2701.39,0.0,Low
RISK000592,motor_vehicle,192480.83,28,Blocked,True,True,0,True,False,53894.63,10000.0,Medium
RISK000593,employee_insurance,177281.72,18,Blocked,True,True,0,True,False,31910.71,10000.0,Medium
RISK000594,exempt_non_gst,32299.38,exempt,Not Applicable,True,False,103,True,False,0.0,5150.0,Medium
RISK000595,employee_travel,76260.28,5,Blocked,True,True,0,True,False,3813.01,10000.0,Medium
RISK000596,input_services,96874.39,18,Eligible,True,False,57,True,False,17437.39,3340.16,Medium
RISK000597,bank_charges,2965.86,18,Eligible,False,False,0,True,False,533.85,0.0,Low
RISK000598,rent,195590.16,18,Eligible,True,False,0,True,False,35206.23,0.0,Low
RISK000599,capital_goods,86853.16,18,Eligible,False,False,0,True,False,15633.57,0.0,Low
RISK000600,input_services,167887.09,18,Eligible,True,False,7,True,False,30219.68,454.32,Low
RISK000601,club_membership,169844.69,18,Blocked,False,False,10,True,False,30572.04,650.77,Low
RISK000602,bank_charges,194043.94,18,Eligible,True,False,0,True,False,34927.91,0.0,Low
RISK000603,rent,16226.7,18,Eligible,True,False,12,True,False,2920.81,617.28,Low
RISK000604,capital_goods,196000,18,Eligible,False,False,0,True,True,35280.0,0.0,Low
RISK000605,club_membership,533.86,18,Blocked,True,True,80,True,False,96.09,14003.79,Medium
RISK000606,club_membership,41766.82,18,Blocked,True,True,47,True,False,7518.03,12524.25,Medium
RISK000607,exempt_non_gst,91164.77,exempt,Not Applicable,True,False,61,True,False,0.0,3050.0,Medium
RISK000608,food_catering,23247.66,5,Blocked,False,False,0,True,False,1162.38,0.0,Low
RISK000609,sales_revenue,58750.72,18,Not Applicable,True,False,6,False,False,10575.13,831.29,Low
RISK000610,exempt_non_gst,143512.79,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000611,exempt_non_gst,78882.85,exempt,Not Applicable,True,False,92,True,False,0.0,4600.0,Medium
RISK000612,purchase_goods,185361.99,18,Eligible,False,False,99,False,False,33365.16,7078.95,Medium
RISK000613,employee_travel,191000,5,Blocked,True,True,0,True,True,9550.0,10000.0,Medium
RISK000614,motor_vehicle,167843.81,28,Blocked,True,True,0,False,False,46996.27,10500.0,Medium
RISK000615,employee_travel,35143.23,5,Blocked,False,False,0,True,False,1757.16,0.0,Low
RISK000616,bank_charges,101069.97,18,Eligible,True,False,118,True,False,18192.59,6958.66,Medium
RISK000617,motor_vehicle,192736.91,28,Blocked,False,False,0,True,False,53966.33,0.0,Low
RISK000618,works_contract,177344.15,18,Blocked,True,True,71,True,False,31921.95,14667.71,Medium
RISK000619,club_membership,126700.37,18,Blocked,True,True,38,True,False,22806.07,12327.38,Medium
RISK000620,input_services,196276.43,18,Eligible,True,False,65,True,False,35329.76,4382.49,Medium
RISK000621,works_contract,23523.35,18,Blocked,True,True,0,True,False,4234.2,10000.0,Medium
RISK000622,motor_vehicle,135011.58,28,Blocked,False,False,0,True,False,37803.24,0.0,Low
RISK000623,purchase_goods,104784.63,18,Eligible,True,False,0,True,False,18861.23,0.0,Low
RISK000624,sales_revenue,157213.67,18,Not Applicable,False,False,19,True,False,28298.46,1215.15,Low
RISK000625,utilities,41198.18,18,Eligible,True,False,0,True,False,7415.67,0.0,Low
RISK000626,employee_insurance,148028.75,18,Blocked,False,False,72,True,False,26645.17,4546.09,Medium
RISK000627,sales_revenue,159864.94,18,Not Applicable,True,False,119,True,False,28775.69,7638.7,Medium
RISK000628,sales_revenue,195176.63,18,Not Applicable,True,False,2,True,False,35131.79,134.65,Low
RISK000629,exempt_non_gst,156294.52,exempt,Not Applicable,False,False,117,True,False,0.0,5850.0,Medium
RISK000630,bank_charges,151143.99,18,Eligible,True,False,100,True,False,27205.92,6341.66,Medium
RISK000631,food_catering,35896.47,5,Blocked,True,True,0,True,False,1794.82,10000.0,Medium
RISK000632,motor_vehicle,8606.53,28,Blocked,True,True,0,True,False,2409.83,10000.0,Medium
RISK000633,purchase_goods,66447.28,18,Eligible,False,False,0,True,False,11960.51,0.0,Low
RISK000634,purchase_goods,154845.36,18,Eligible,True,False,39,True,False,27872.16,2486.06,Medium
RISK000635,bank_charges,15039.72,18,Eligible,False,False,0,False,False,2707.15,500.0,Low
RISK000636,sales_revenue,101275.5,18,Not Applicable,True,False,0,True,False,18229.59,0.0,Low
RISK000637,rent,132835.23,18,Eligible,True,False,0,False,False,23910.34,500.0,Low
RISK000638,food_catering,199327.9,5,Blocked,False,False,2,True,False,9966.4,109.83,Low
RISK000639,rent,180947.04,18,Eligible,True,False,6,True,False,32570.47,396.37,Low
RISK000640,sales_revenue,189025.04,18,Not Applicable,True,False,0,True,False,34024.51,0.0,Low
RISK000641,exempt_non_gst,154213.62,exempt,Not Applicable,True,False,0,True,False,0.0,0.0,Low
RISK000642,employee_insurance,38906.22,18,Blocked,True,True,22,False,False,7003.12,11675.98,Medium
RISK000643,club_membership,1962.45,18,Blocked,True,True,100,True,False,353.24,15017.42,High
RISK000644,exempt_non_gst,21233.4,exempt,Not Applicable,True,False,95,True,False,0.0,4750.0,Medium
RISK000645,capital_goods,149504.72,18,Eligible,True,False,0,True,False,26910.85,0.0,Low
RISK000646,purchase_goods,36009.44,18,Eligible,True,False,0,True,False,6481.7,0.0,Low
RISK000647,motor_vehicle,77912.5,28,Blocked,True,True,0,True,False,21815.5,10000.0,Medium
RISK000648,club_membership,2000,18,Blocked,False,False,0,True,True,360.0,0.0,Low
RISK000649,exempt_non_gst,14981.59,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000650,capital_goods,57000,18,Eligible,False,False,0,True,True,10260.0,0.0,Low
RISK000651,input_services,106926.82,18,Eligible,True,False,0,True,False,19246.83,0.0,Low
RISK000652,employee_insurance,29243.07,18,Blocked,True,True,102,True,False,5263.75,15364.77,High
RISK000653,purchase_goods,110928.08,18,Eligible,True,False,0,True,False,19967.05,0.0,Low
RISK000654,club_membership,109731.33,18,Blocked,True,True,0,True,False,19751.64,10000.0,Medium
RISK000655,rent,82824.57,18,Eligible,True,False,0,True,False,14908.42,0.0,Low
RISK000656,exempt_non_gst,50921.98,exempt,Not Applicable,True,False,73,True,False,0.0,3650.0,Medium
RISK000657,club_membership,92522.41,18,Blocked,True,True,0,True,False,16654.03,10000.0,Medium
RISK000658,works_contract,116328.83,18,Blocked,False,False,0,True,False,20939.19,0.0,Low
RISK000659,utilities,124093.4,18,Eligible,False,False,0,True,False,22336.81,0.0,Low
RISK000660,utilities,138844.9,18,Eligible,True,False,104,True,False,24992.08,6481.79,Medium
RISK000661,purchase_goods,62986.35,18,Eligible,False,False,83,True,False,11337.54,4614.06,Medium
RISK000662,input_services,136076.25,18,Eligible,True,False,0,True,False,24493.72,0.0,Low
RISK000663,food_catering,110558.53,5,Blocked,True,True,108,True,False,5527.93,15694.42,High
RISK000664,club_membership,40000,18,Blocked,False,False,94,True,True,7200.0,5033.76,Medium
RISK000665,club_membership,126509.49,18,Blocked,False,False,99,True,False,22771.71,6061.76,Medium
RISK000666,club_membership,52492.96,18,Blocked,False,False,0,True,False,9448.73,0.0,Low
RISK000667,motor_vehicle,45049.68,28,Blocked,False,False,38,True,False,12613.91,2136.38,Medium
RISK000668,capital_goods,79658.64,18,Eligible,True,False,109,False,False,14338.56,6720.75,Medium
RISK000669,employee_insurance,33585.79,18,Blocked,True,True,0,True,False,6045.44,10000.0,Medium
RISK000670,employee_insurance,174502.93,18,Blocked,True,True,46,True,False,31410.53,13012.55,Medium
RISK000671,rent,13040.8,18,Eligible,True,False,0,True,False,2347.34,0.0,Low
RISK000672,bank_charges,77924.58,18,Eligible,False,False,6,False,False,14026.42,841.5,Low
RISK000673,works_contract,193704.06,18,Blocked,True,True,0,True,False,34866.73,10000.0,Medium
RISK000674,employee_travel,35183.04,5,Blocked,True,True,0,True,False,1759.15,10000.0,Medium
RISK000675,club_membership,50691.49,18,Blocked,False,False,0,True,False,9124.47,0.0,Low
RISK000676,bank_charges,97628.88,18,Eligible,True,False,65,False,False,17573.2,4313.31,Medium
RISK000677,rent,15879.1,18,Eligible,True,False,0,True,False,2858.24,0.0,Low
RISK000678,works_contract,163482.54,18,Blocked,True,True,0,True,False,29426.86,10000.0,Medium
RISK000679,employee_insurance,96000,18,Blocked,True,True,0,True,True,17280.0,10000.0,Medium
RISK000680,purchase_goods,26013.08,18,Eligible,True,False,0,True,False,4682.35,0.0,Low
RISK000681,input_services,11654.44,18,Eligible,True,False,0,False,False,2097.8,500.0,Low
RISK000682,employee_travel,127705.73,5,Blocked,False,False,106,True,False,6385.29,5633.78,Medium
RISK000683,food_catering,121501.92,5,Blocked,True,True,0,True,False,6075.1,10000.0,Medium
RISK000684,input_services,159025.91,18,Eligible,False,False,0,True,False,28624.66,0.0,Low
RISK000685,works_contract,137275.44,18,Blocked,False,False,9,True,False,24709.58,559.67,Low
RISK000686,capital_goods,3804.24,18,Eligible,True,False,88,True,False,684.76,4429.72,Medium
RISK000687,capital_goods,35895.73,18,Eligible,False,False,113,True,False,6461.23,6010.06,Medium
RISK000688,capital_goods,19091.4,18,Eligible,True,False,70,True,False,3436.45,3618.63,Medium
RISK000689,sales_revenue,135872.59,18,Not Applicable,True,False,0,True,False,24457.07,0.0,Low
RISK000690,motor_vehicle,46282.51,28,Blocked,False,False,49,True,False,12959.1,2763.15,Medium
RISK000691,sales_revenue,167519.51,18,Not Applicable,True,False,0,True,False,30153.51,0.0,Low
RISK000692,exempt_non_gst,17000,exempt,Not Applicable,True,False,0,True,True,0.0,0.0,Low
RISK000693,works_contract,157989.79,18,Blocked,True,True,0,True,False,28438.16,10000.0,Medium
RISK000694,works_contract,160955.29,18,Blocked,True,True,0,True,False,28971.95,10000.0,Medium
RISK000695,utilities,171067.9,18,Eligible,True,False,0,True,False,30792.22,0.0,Low
RISK000696,sales_revenue,41136.89,18,Not Applicable,True,False,23,True,False,7404.64,1233.99,Low
RISK000697,utilities,197707.4,18,Eligible,True,False,51,True,False,35587.33,3445.05,Medium
RISK000698,employee_insurance,24257.61,18,Blocked,True,True,21,True,False,4366.37,11095.22,Medium
RISK000699,sales_revenue,68018.35,18,Not Applicable,True,False,91,True,False,12243.3,5099.44,Medium
RISK000700,employee_insurance,1555.48,18,Blocked,True,True,0,False,False,279.99,10500.0,Medium
RISK000701,capital_goods,52986.85,18,Eligible,True,False,93,True,False,9537.63,5087.42,Medium
RISK000702,employee_travel,131406.96,5,Blocked,True,True,8,False,False,6570.35,10925.92,Medium
RISK000703,employee_insurance,99126.49,18,Blocked,True,True,120,True,False,17842.77,17055.9,High
RISK000704,purchase_goods,157000,18,Eligible,True,False,79,True,True,28260.0,5050.98,Medium
RISK000705,rent,131176.31,18,Eligible,False,False,0,True,False,23611.74,0.0,Low
RISK000706,employee_insurance,79000,18,Blocked,True,True,0,True,True,14220.0,10000.0,Medium
RISK000707,capital_goods,110143.73,18,Eligible,False,False,75,True,False,19825.87,4483.29,Medium
RISK000708,utilities,46000,18,Eligible,False,False,0,True,True,8280.0,0.0,Low
RISK000709,input_services,81723.36,18,Eligible,True,False,0,True,False,14710.2,0.0,Low
RISK000710,sales_revenue,102900.69,18,Not Applicable,True,False,0,True,False,18522.12,0.0,Low
RISK000711,food_catering,193228.06,5,Blocked,True,True,97,True,False,9661.4,15312.16,High
RISK000712,employee_insurance,92000,18,Blocked,True,True,0,True,True,16560.0,10000.0,Medium
RISK000713,employee_insurance,157836.88,18,Blocked,True,True,103,True,False,28410.64,16593.1,High
RISK000714,club_membership,107362.56,18,Blocked,False,False,0,True,False,19325.26,0.0,Low
RISK000715,works_contract,164304.4,18,Blocked,True,True,61,True,False,29574.79,13939.67,Medium
RISK000716,employee_travel,54180.62,5,Blocked,False,False,117,True,False,2709.03,6006.31,Medium
RISK000717,rent,147218.1,18,Eligible,False,False,0,True,False,26499.26,0.0,Low
RISK000718,employee_travel,71527.46,5,Blocked,False,False,0,True,False,3576.37,0.0,Low
RISK000719,food_catering,122958.48,5,Blocked,False,False,0,True,False,6147.92,0.0,Low
RISK000720,employee_travel,63425.67,5,Blocked,False,False,74,True,False,3171.28,3815.73,Medium
RISK000721,sales_revenue,183000,18,Not Applicable,True,False,0,True,True,32940.0,0.0,Low
RISK000722,sales_revenue,84923.59,18,Not Applicable,False,False,0,True,False,15286.25,0.0,Low
RISK000723,sales_revenue,35000,18,Not Applicable,False,False,59,True,True,6300.0,3133.3,Medium
RISK000724,employee_insurance,42545.1,18,Blocked,True,True,0,True,False,7658.12,10000.0,Medium
RISK000725,club_membership,52938.38,18,Blocked,True,True,44,True,False,9528.91,12406.76,Medium
RISK000726,rent,84109.04,18,Eligible,False,False,0,True,False,15139.63,0.0,Low
RISK000727,employee_travel,26662.26,5,Blocked,True,True,0,True,False,1333.11,10000.0,Medium
RISK000728,rent,111290.34,18,Eligible,False,False,0,True,False,20032.26,0.0,Low
RISK000729,food_catering,161230.84,5,Blocked,True,True,0,False,False,8061.54,10500.0,Medium
RISK000730,club_membership,107029.53,18,Blocked,True,True,0,True,False,19265.32,10000.0,Medium
RISK000731,purchase_goods,79981.18,18,Eligible,True,False,0,True,False,14396.61,0.0,Low
RISK000732,employee_insurance,19712.23,18,Blocked,False,False,0,True,False,3548.2,0.0,Low
RISK000733,sales_revenue,51914.11,18,Not Applicable,True,False,0,True,False,9344.54,0.0,Low
RISK000734,rent,115582.32,18,Eligible,True,False,0,False,False,20804.82,500.0,Low
RISK000735,bank_charges,134801.97,18,Eligible,True,False,114,True,False,24264.35,7064.12,Medium
RISK000736,food_catering,126526.58,5,Blocked,True,True,0,True,False,6326.33,10000.0,Medium
RISK000737,employee_insurance,122655.87,18,Blocked,True,True,11,True,False,22078.06,10669.77,Medium
RISK000738,bank_charges,130776.11,18,Eligible,False,False,51,True,False,23539.7,3142.04,Medium
RISK000739,exempt_non_gst,187784.58,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000740,exempt_non_gst,5108.67,exempt,Not Applicable,False,False,96,True,False,0.0,4800.0,Medium
RISK000741,input_services,80000,18,Eligible,True,False,61,True,True,14400.0,3483.18,Medium
RISK000742,motor_vehicle,105034.57,28,Blocked,False,False,0,True,False,29409.68,0.0,Low
RISK000743,motor_vehicle,62219.45,28,Blocked,True,True,0,True,False,17421.45,10000.0,Medium
RISK000744,exempt_non_gst,34536.29,exempt,Not Applicable,True,False,0,False,False,0.0,500.0,Low
RISK000745,food_catering,195008.82,5,Blocked,True,True,0,True,False,9750.44,10000.0,Medium
RISK000746,works_contract,108087.87,18,Blocked,True,True,0,True,False,19455.82,10000.0,Medium
RISK000747,motor_vehicle,104930.23,28,Blocked,True,True,0,True,False,29380.46,10000.0,Medium
RISK000748,sales_revenue,18000,18,Not Applicable,True,False,0,True,True,3240.0,0.0,Low
RISK000749,club_membership,163000,18,Blocked,False,False,0,True,True,29340.0,0.0,Low
RISK000750,food_catering,189418.02,5,Blocked,True,True,0,True,False,9470.9,10000.0,Medium
RISK000751,rent,159455.09,18,Eligible,True,False,0,False,False,28701.92,500.0,Low
RISK000752,rent,33072.26,18,Eligible,False,False,0,True,False,5953.01,0.0,Low
RISK000753,motor_vehicle,125251.94,28,Blocked,True,True,79,True,False,35070.54,15316.31,High
RISK000754,utilities,130000,18,Eligible,True,False,0,True,True,23400.0,0.0,Low
RISK000755,input_services,58274.26,18,Eligible,True,False,35,True,False,10489.37,1931.05,Low
RISK000756,bank_charges,4369.38,18,Eligible,True,False,0,True,False,786.49,0.0,Low
RISK000757,utilities,25000,18,Eligible,True,False,0,True,True,4500.0,0.0,Low
RISK000758,rent,68711.61,18,Eligible,True,False,48,True,False,12368.09,2692.77,Medium
RISK000759,bank_charges,16504.51,18,Eligible,False,False,0,True,False,2970.81,0.0,Low
RISK000760,club_membership,94000,18,Blocked,True,True,105,True,True,16920.0,16126.13,High
RISK000761,sales_revenue,143000,18,Not Applicable,True,False,32,True,True,25740.0,2006.2,Medium
RISK000762,food_catering,147196.89,5,Blocked,True,True,27,True,False,7359.84,11448.0,Medium
RISK000763,utilities,187274.94,18,Eligible,True,False,96,False,False,33709.49,6895.89,Medium
RISK000764,utilities,96505.3,18,Eligible,True,False,0,True,False,17370.95,0.0,Low
RISK000765,capital_goods,47575.18,18,Eligible,True,False,0,True,False,8563.53,0.0,Low
RISK000766,motor_vehicle,157934.18,28,Blocked,True,True,0,True,False,44221.57,10000.0,Medium
RISK000767,employee_travel,31420.89,5,Blocked,False,False,0,True,False,1571.04,0.0,Low
RISK000768,bank_charges,186204.33,18,Eligible,False,False,8,True,False,33516.78,532.23,Low
RISK000769,club_membership,158397.52,18,Blocked,True,True,0,False,False,28511.55,10500.0,Medium
RISK000770,sales_revenue,69789.89,18,Not Applicable,False,False,3,True,False,12562.18,168.59,Low
RISK000771,input_services,50513.9,18,Eligible,True,False,72,True,False,9092.5,3922.85,Medium
RISK000772,rent,113557.0,18,Eligible,True,False,0,True,False,20440.26,0.0,Low
RISK000773,employee_travel,182937.56,5,Blocked,True,True,0,True,False,9146.88,10000.0,Medium
RISK000774,utilities,108550.39,18,Eligible,True,False,65,True,False,19539.07,3876.32,Medium
RISK000775,purchase_goods,124137.05,18,Eligible,True,False,42,True,False,22344.67,2562.81,Medium
RISK000776,club_membership,163900.42,18,Blocked,True,True,99,True,False,29502.08,16390.35,High
RISK000777,bank_charges,82000,18,Eligible,True,False,0,True,True,14760.0,0.0,Low
RISK000778,input_services,36000,18,Eligible,True,False,0,True,True,6480.0,0.0,Low
RISK000779,employee_insurance,167341.76,18,Blocked,True,True,0,True,False,30121.52,10000.0,Medium
RISK000780,bank_charges,44534.2,18,Eligible,False,False,0,False,False,8016.16,500.0,Low
RISK000781,exempt_non_gst,16451.38,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000782,motor_vehicle,164494.29,28,Blocked,False,False,0,True,False,46058.4,0.0,Low
RISK000783,works_contract,14542.43,18,Blocked,True,True,67,True,False,2617.64,13436.49,Medium
RISK000784,club_membership,77373.55,18,Blocked,True,True,73,True,False,13927.24,14151.38,Medium
RISK000785,works_contract,111849.25,18,Blocked,False,False,74,True,False,20132.87,4434.71,Medium
RISK000786,employee_insurance,85701.46,18,Blocked,True,True,71,True,False,15426.26,14090.13,Medium
RISK000787,input_services,107013.15,18,Eligible,True,False,116,True,False,19262.37,6901.91,Medium
RISK000788,bank_charges,169048.38,18,Eligible,True,False,106,True,False,30428.71,6890.63,Medium
RISK000789,employee_travel,109352.43,5,Blocked,True,True,96,True,False,5467.62,15058.85,High
RISK000790,food_catering,192000,5,Blocked,True,True,0,True,True,9600.0,10000.0,Medium
RISK000791,input_services,198685.7,18,Eligible,True,False,0,True,False,35763.43,0.0,Low
RISK000792,purchase_goods,154418.85,18,Eligible,False,False,118,True,False,27795.39,7517.46,Medium
RISK000793,employee_travel,31365.6,5,Blocked,True,True,0,True,False,1568.28,10000.0,Medium
RISK000794,employee_travel,50346.45,5,Blocked,True,True,0,True,False,2517.32,10000.0,Medium
RISK000795,rent,146986.06,18,Eligible,False,False,23,True,False,26457.49,1450.09,Low
RISK000796,works_contract,115458.38,18,Blocked,False,False,39,True,False,20782.51,2349.71,Medium
RISK000797,motor_vehicle,16156.24,28,Blocked,True,True,45,True,False,4523.75,12350.39,Medium
RISK000798,exempt_non_gst,25000,exempt,Not Applicable,False,False,109,True,True,0.0,5450.0,Medium
RISK000799,sales_revenue,126622.63,18,Not Applicable,True,False,0,True,False,22792.07,0.0,Low
RISK000800,bank_charges,100729.12,18,Eligible,True,False,0,True,False,18131.24,0.0,Low
RISK000801,food_catering,150691.62,5,Blocked,True,True,0,True,False,7534.58,10000.0,Medium
RISK000802,input_services,26871.71,18,Eligible,True,False,7,True,False,4836.91,366.7,Low
RISK000803,motor_vehicle,100613.71,28,Blocked,False,False,0,True,False,28171.84,0.0,Low
RISK000804,food_catering,79366.1,5,Blocked,True,True,95,True,False,3968.3,14935.91,Medium
RISK000805,utilities,155465.99,18,Eligible,True,False,12,True,False,27983.88,765.6,Low
RISK000806,bank_charges,69987.42,18,Eligible,True,False,4,True,False,12597.74,224.85,Low
RISK000807,bank_charges,123000,18,Eligible,False,False,0,True,True,22140.0,0.0,Low
RISK000808,exempt_non_gst,47081.17,exempt,Not Applicable,True,False,0,True,False,0.0,0.0,Low
RISK000809,works_contract,11380.33,18,Blocked,False,False,112,True,False,2048.46,5713.14,Medium
RISK000810,bank_charges,138912.15,18,Eligible,True,False,0,True,False,25004.19,0.0,Low
RISK000811,club_membership,42769.13,18,Blocked,True,True,71,True,False,7698.44,13819.55,Medium
RISK000812,input_services,139166.69,18,Eligible,True,False,0,False,False,25050.0,500.0,Low
RISK000813,utilities,34478.77,18,Eligible,True,False,80,True,False,6206.18,4244.85,Medium
RISK000814,purchase_goods,13786.26,18,Eligible,True,False,117,True,False,2481.53,5993.18,Medium
RISK000815,purchase_goods,58852.87,18,Eligible,False,False,0,False,False,10593.52,500.0,Low
RISK000816,works_contract,20370.94,18,Blocked,True,True,69,True,False,3666.77,13574.77,Medium
RISK000817,food_catering,112357.16,5,Blocked,False,False,0,False,False,5617.86,500.0,Low
RISK000818,food_catering,78983.26,5,Blocked,True,True,0,True,False,3949.16,10000.0,Medium
RISK000819,rent,199200.89,18,Eligible,False,False,0,True,False,35856.16,0.0,Low
RISK000820,motor_vehicle,178135.22,28,Blocked,False,False,0,True,False,49877.86,0.0,Low
RISK000821,input_services,68686.34,18,Eligible,True,False,0,True,False,12363.54,0.0,Low
RISK000822,employee_insurance,122683.45,18,Blocked,True,True,0,True,False,22083.02,10000.0,Medium
RISK000823,utilities,181992.21,18,Eligible,True,False,0,True,False,32758.6,0.0,Low
RISK000824,club_membership,136967.7,18,Blocked,True,True,0,True,False,24654.19,10000.0,Medium
RISK000825,input_services,86297.83,18,Eligible,False,False,84,False,False,15533.61,5343.47,Medium
RISK000826,bank_charges,14028.9,18,Eligible,True,False,24,True,False,2525.2,1229.89,Low
RISK000827,works_contract,6381.93,18,Blocked,True,True,53,True,False,1148.75,12680.02,Medium
RISK000828,exempt_non_gst,178878.95,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000829,input_services,5726.55,18,Eligible,False,False,78,True,False,1030.78,3939.65,Medium
RISK000830,rent,46567.02,18,Eligible,True,False,0,True,False,8382.06,0.0,Low
RISK000831,exempt_non_gst,121140.0,exempt,Not Applicable,False,False,0,True,False,0.0,0.0,Low
RISK000832,input_services,33175.38,18,Eligible,True,False,0,False,False,5971.57,500.0,Low
RISK000833,motor_vehicle,44899.57,28,Blocked,True,True,0,True,False,12571.88,10000.0,Medium
RISK000834,food_catering,173492.24,5,Blocked,True,True,0,True,False,8674.61,10000.0,Medium
RISK000835,motor_vehicle,155354.84,28,Blocked,True,True,93,True,False,43499.36,16645.01,High
RISK000836,works_contract,114600.92,18,Blocked,True,True,91,True,False,20628.17,15475.72,High
RISK000837,food_catering,91651.63,5,Blocked,False,False,32,True,False,4582.58,1672.32,Low
RISK000838,works_contract,8330.7,18,Blocked,True,True,7,True,False,1499.53,10355.18,Medium
RISK000839,utilities,154848.56,18,Eligible,True,False,0,True,False,27872.74,0.0,Low
RISK000840,works_contract,103635.45,18,Blocked,True,True,58,True,False,18654.38,13433.57,Medium
RISK000841,input_services,155856.86,18,Eligible,False,False,18,True,False,28054.23,1149.03,Low
RISK000842,purchase_goods,36186.28,18,Eligible,True,False,26,False,False,6513.53,1883.52,Low
RISK000843,bank_charges,138497.63,18,Eligible,False,False,92,True,False,24929.57,5731.05,Medium
RISK000844,works_contract,90154.98,18,Blocked,True,True,0,True,False,16227.9,10000.0,Medium
RISK000845,club_membership,122608.47,18,Blocked,True,True,6,True,False,22069.52,10365.3,Medium
RISK000846,employee_travel,174325.43,5,Blocked,False,False,0,True,False,8716.27,0.0,Low
RISK000847,purchase_goods,84206.55,18,Eligible,True,False,58,True,False,15157.18,3333.54,Medium
RISK000848,input_services,192106.56,18,Eligible,True,False,2,True,False,34579.18,134.11,Low
RISK000849,club_membership,161587.19,18,Blocked,True,True,0,True,False,29085.69,10000.0,Medium
RISK000850,food_catering,82325.2,5,Blocked,True,True,32,False,False,4116.26,12164.96,Medium
RISK000851,employee_insurance,111730.96,18,Blocked,False,False,0,True,False,20111.57,0.0,Low
RISK000852,purchase_goods,29502.2,18,Eligible,True,False,78,True,False,5310.4,4104.27,Medium
RISK000853,purchase_goods,22223.09,18,Eligible,False,False,0,True,False,4000.16,0.0,Low
RISK000854,works_contract,119196.31,18,Blocked,False,False,0,True,False,21455.34,0.0,Low
RISK000855,purchase_goods,19000,18,Eligible,True,False,0,True,True,3420.0,0.0,Low
RISK000856,motor_vehicle,168740.27,28,Blocked,True,True,0,True,False,47247.28,10000.0,Medium
RISK000857,bank_charges,105647.02,18,Eligible,True,False,79,True,False,19016.46,4690.86,Medium
RISK000858,employee_insurance,106024.85,18,Blocked,True,True,78,False,False,19084.47,15134.1,High
RISK000859,utilities,85697.19,18,Eligible,False,False,0,True,False,15425.49,0.0,Low
RISK000860,input_services,123050.85,18,Eligible,True,False,64,True,False,22149.15,3899.06,Medium
RISK000861,employee_travel,46927.97,5,Blocked,True,True,0,True,False,2346.4,10000.0,Medium
RISK000862,sales_revenue,24026.18,18,Not Applicable,False,False,54,True,False,4324.71,2815.17,Medium
RISK000863,club_membership,161305.68,18,Blocked,True,True,89,True,False,29035.02,15724.36,High
RISK000864,utilities,60406.66,18,Eligible,True,False,15,True,False,10873.2,830.43,Low
RISK000865,works_contract,113999.85,18,Blocked,False,False,25,True,False,20519.97,1502.99,Low
RISK000866,employee_insurance,96082.1,18,Blocked,True,True,0,True,False,17294.78,10000.0,Medium
RISK000867,food_catering,178465.64,5,Blocked,True,True,0,True,False,8923.28,10000.0,Medium
RISK000868,works_contract,11676.45,18,Blocked,True,True,87,True,False,2101.76,14440.17,Medium
RISK000869,rent,115690.83,18,Eligible,True,False,102,True,False,20824.35,6147.49,Medium
RISK000870,utilities,168227.46,18,Eligible,True,False,0,True,False,30280.94,0.0,Low
RISK000871,employee_travel,78218.47,5,Blocked,True,True,97,True,False,3910.92,15037.08,High
RISK000872,works_contract,6809.83,18,Blocked,True,True,0,True,False,1225.77,10000.0,Medium
RISK000873,utilities,43619.91,18,Eligible,True,False,0,True,False,7851.58,0.0,Low
RISK000874,capital_goods,89032.93,18,Eligible,True,False,0,True,False,16025.93,0.0,Low
RISK000875,food_catering,146621.99,5,Blocked,True,True,19,True,False,7331.1,11018.69,Medium
RISK000876,club_membership,135505.1,18,Blocked,True,True,59,True,False,24390.92,13659.68,Medium
RISK000877,capital_goods,1319.92,18,Eligible,False,False,77,True,False,237.59,3859.02,Medium
RISK000878,purchase_goods,21069.01,18,Eligible,False,False,3,True,False,3792.42,155.61,Low
RISK000879,rent,64515.63,18,Eligible,True,False,0,True,False,11612.81,0.0,Low
RISK000880,capital_goods,54894.51,18,Eligible,True,False,0,False,False,9881.01,500.0,Low
RISK000881,capital_goods,41712.19,18,Eligible,True,False,0,True,False,7508.19,0.0,Low
RISK000882,utilities,115029.55,18,Eligible,True,False,0,False,False,20705.32,500.0,Low
RISK000883,purchase_goods,26449.76,18,Eligible,True,False,14,True,False,4760.96,732.87,Low
RISK000884,motor_vehicle,36207.11,28,Blocked,True,True,108,True,False,10137.99,15939.95,High
RISK000885,bank_charges,63000,18,Eligible,False,False,86,True,True,11340.0,4780.94,Medium
