transaction_id,date,description_raw,description_clean,amount,gst_rate,cgst_amount,sgst_amount,igst_amount,vendor_name,vendor_gstin,document_type,category,category_key,itc_eligible,itc_blocked_reason,source
TXN000739,2024-04-24,baral-bora  - shop rent payment,Baral-Bora - Shop Rent Payment,38041.5,18,3423.74,3423.74,0.0,Baral-Bora,24VJALI1676K1Z6,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002417,2025-07-09,Rau-Mane - Sales Invoice,Rau-Mane - Sales Invoice,324028.11,18,29162.53,29162.53,0.0,Rau-Mane,19CKLYZ6866X3ZI,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002520,2024-06-01,"Sale invoice to Din, Raval and Sehgal","Sale invoice to Din, Raval and Sehgal",132359.09,18,11912.32,11912.32,0.0,"Din, Raval and Sehgal",09ZAGSM9316P4Z5,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002341,2025-05-09,SALVI-NARAIN - WAREHOUSE CONSTRUCTION CONTRACT,Salvi-Narain - warehouse construction contract,615140.57,18,55362.65,55362.65,0.0,Salvi-Narain,,bank_statement_line,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN001545,2025-08-17,catering payment - nazareth group,Catering payment - Nazareth Group,896.65,5,22.41,22.41,0.0,Nazareth Group,09TNEMN0971A9ZH,receipt,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000550,2025-06-27,Pathak-Rajagopal - auditing srvcs services invoice,Pathak-Rajagopal - auditing services services invoice,27506.89,18,0.0,0.0,4951.24,Pathak-Rajagopal,,bank_statement_line,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN001736,2026-09-24,club membership renewal - Viswanathan-Deshmukh,club membership renewal - Viswanathan-Deshmukh,28226.34,18,0.0,0.0,5080.74,Viswanathan-Deshmukh,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002055,2024-06-30,employee medical reimbursement premium payment - Iyengar-Prashad,employee medical reimbursement premium payment - Iyengar-Prashad,8198.86,18,737.89,737.89,0.0,Iyengar-Prashad,23WYQKN0689V3Z3,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN000860,2024-04-07,broadband internet charges - Agrawal-Kala,broadband internet charges - Agrawal-Kala,9183.12,18,826.48,826.48,0.0,Agrawal-Kala,23XSTKD1077P8ZY,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000949,2024-07-03,Patel LLC - electricity bill payment,Patel LLC - electricity bill payment,9030.73,18,812.76,812.76,0.0,Patel LLC,24ARLZR4006L5ZF,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000933,2024-08-15,telephone/mobile plan charges - deol-dhar,telephone/mobile plan charges - Deol-Dhar,3006.89,18,270.62,270.62,0.0,Deol-Dhar,23YXYHD7786N2ZJ,receipt,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN002577,2024-03-09,Sale inv to Bahl LLC,Sale invoice to Bahl LLC,63923.26,18,5753.1,5753.1,0.0,Bahl LLC,,bank_statement_line,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002291,2026-09-07,Iyengar-Sachdeva - building repair works contract,Iyengar-Sachdeva - building repair works contract,978999.0,18,88109.91,88109.91,0.0,Iyengar-Sachdeva,,bank_statement_line,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN001740,2025-11-30,Balan LLC - Membership Fee,Balan LLC - Membership Fee,25571.43,18,2301.43,2301.43,0.0,Balan LLC,33BJYYF7111G6ZJ,invoice,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN000042,2025-07-05,"PAYMENT TO CHERIAN, MISRA AND TRIPATHI FOR RAW PLASTIC PELLETS","Payment to Cherian, Misra and Tripathi for raw plastic pellets",101307.61,18,0.0,0.0,18235.37,"Cherian, Misra and Tripathi",,bank_statement_line,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN000347,2025-12-01,"Purchase of industrial sewing machine - Dasgupta, Sha and Pillay","Purchase of industrial sewing machine - Dasgupta, Sha and Pillay",302803.48,18,0.0,0.0,54504.63,"Dasgupta, Sha and Pillay",,bank_statement_line,Capital Goods,capital_goods,Eligible,,synthetic
TXN000744,2026-01-09,"Jayaraman, Ranganathan and Khatri - Shop Rent Payment","Jayaraman, Ranganathan and Khatri - Shop Rent Payment",97031.6,18,8732.84,8732.84,0.0,"Jayaraman, Ranganathan and Khatri",07EBUTW2578V4ZT,receipt,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN000587,2024-01-16,"IT support chgs - Balasubramanian, Tank and Mann","IT support charges - Balasubramanian, Tank and Mann",3669.02,18,0.0,0.0,660.42,"Balasubramanian, Tank and Mann",23XQTLT7775Q2ZJ,receipt,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN001819,2026-07-22,"home travel concession booking - Naik, Ahuja and Comar","home travel concession booking - Naik, Ahuja and Comar",41296.42,5,1032.41,1032.41,0.0,"Naik, Ahuja and Comar",27QMXSD0051E2ZZ,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001060,2026-06-03,"loan processing fee fee - Sridhar, Acharya and Narula","loan processing fee fee - Sridhar, Acharya and Narula",998.33,18,89.85,89.85,0.0,"Sridhar, Acharya and Narula",,bank_statement_line,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN000730,2024-10-17,Yogi Group - Shop Rent Payment,Yogi Group - Shop Rent Payment,36839.67,18,0.0,0.0,6631.14,Yogi Group,07PBJMM9894O8ZJ,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN001706,2026-04-05,gym membership - mody group,gym membership - Mody Group,38362.92,18,0.0,0.0,6905.33,Mody Group,24UURSD0487Q7ZC,receipt,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN001517,2026-09-18,catering paymnt - kade group,Catering payment - Kade Group,17776.73,5,0.0,0.0,888.84,Kade Group,29QSIKK2551Z8Z7,invoice,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN002295,2026-12-08,Construction paymnt - Sibal LLC for warehouse construction contract,Construction payment - Sibal LLC for warehouse construction contract,831178.87,18,74806.1,74806.1,0.0,Sibal LLC,09LYRNQ8550M7Z6,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN002475,2025-11-03,Kata-Tripathi - Sales Invoice,Kata-Tripathi - Sales Invoice,429282.38,18,0.0,0.0,77270.83,Kata-Tripathi,29LOQEB4756W2ZR,receipt,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN001705,2024-06-13,wellness center package - Oza Ltd,wellness center package - Oza Ltd,34262.25,18,0.0,0.0,6167.2,Oza Ltd,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN000967,2024-06-19,telephone/mobile plan charges - Apte and Sons,telephone/mobile plan charges - Apte and Sons,3486.85,18,313.81,313.81,0.0,Apte and Sons,32AYXIB6309D4ZG,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000142,2024-12-10,pymt to Acharya-Modi for yarn,Payment to Acharya-Modi for yarn,85726.11,18,7715.35,7715.35,0.0,Acharya-Modi,,bank_statement_line,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001041,2026-12-23,POS machine rental fee - Iyengar-Vora,POS machine rental fee - Iyengar-Vora,4473.47,18,402.61,402.61,0.0,Iyengar-Vora,,bank_statement_line,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN002624,2024-01-12,"suresh, ramaswamy and yohannan - professional tax payment","Suresh, Ramaswamy and Yohannan - professional tax payment",29398.44,exempt,0.0,0.0,0.0,"Suresh, Ramaswamy and Yohannan",09IBBVM3666A5Z4,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001474,2026-10-23,"Catering paymnt - Talwar, Sarna and Anne","Catering payment - Talwar, Sarna and Anne",8293.61,5,0.0,0.0,414.68,"Talwar, Sarna and Anne",,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN000681,2025-05-29,MONTHLY RENT - DANI GROUP,Monthly rent - Dani Group,96295.57,18,0.0,0.0,17333.2,Dani Group,23VZKQW2722Q6Z0,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002763,2025-02-19,Andra-Tata - employee PF contribution,Andra-Tata - employee PF contribution,52725.23,exempt,0.0,0.0,0.0,Andra-Tata,27WXGZL6430X9ZQ,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN000474,2025-01-03,legal consultation chrgs - Vyas Inc,legal consultation charges - Vyas Inc,24914.5,18,0.0,0.0,4484.61,Vyas Inc,36VUNBV5867G2ZL,receipt,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN001794,2026-06-27,gym membership - Misra LLC,gym membership - Misra LLC,38585.94,18,3472.74,3472.74,0.0,Misra LLC,32TXVTN1242H6ZB,receipt,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002725,2025-02-26,MUNICIPAL TAX PMT PAYMENT,municipal tax payment payment,57926.34,exempt,0.0,0.0,0.0,"Rama, Upadhyay and Prasad",07CMINM1610A7ZF,invoice,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN001124,2024-04-14,Divan PLC - loan processing fee,Divan PLC - loan processing fee,4337.55,18,390.38,390.38,0.0,Divan PLC,29ZEEWI6281A2ZZ,invoice,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN002782,2025-05-03,Raman-Dugar - employee PF contribution,Raman-Dugar - employee PF contribution,16378.99,exempt,0.0,0.0,0.0,Raman-Dugar,19FXCDE9321N7ZT,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN002127,2026-11-23,banerjee ltd - employee medical reimbursement,Banerjee Ltd - employee medical reimbursement,94186.88,18,8476.82,8476.82,0.0,Banerjee Ltd,33HRMRQ8753L3ZT,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN000185,2026-08-13,Payment to Narain-Nazareth for yarn,Payment to Narain-Nazareth for yarn,71377.53,18,6423.98,6423.98,0.0,Narain-Nazareth,32UFPYS7288O5ZN,invoice,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN002751,2024-10-05,Devi Ltd - staff salary payment,Devi Ltd - staff salary payment,51711.33,exempt,0.0,0.0,0.0,Devi Ltd,,bank_statement_line,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN002473,2024-06-16,PAYMENT RECEIVED FROM EDWIN LLC FOR RETAIL SALE,Payment received from Edwin LLC for retail sale,385852.97,18,0.0,0.0,69453.53,Edwin LLC,24JNJVD5242Q2Z1,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002052,2025-10-16,NANDA AND SONS - STAFF LIFE INSURANCE PREMIUM,Nanda and Sons - staff life insurance premium,84832.47,18,7634.92,7634.92,0.0,Nanda and Sons,29VJCYV3487R6ZE,invoice,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN000976,2025-12-30,"GANESAN,  PILLAI AND DUGAR - ELECTRICITY BILL PAYMENT","Ganesan, Pillai and Dugar - electricity bill payment",13477.94,18,1213.02,1213.02,0.0,"Ganesan, Pillai and Dugar",,bank_statement_line,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN001335,2026-12-20,Vehicle car servicing - Palla and Sons,Vehicle car servicing - Palla and Sons,23218.3,28,3250.56,3250.56,0.0,Palla and Sons,,bank_statement_line,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN000761,2024-02-19,Sachar and Sons - Shop Rent Payment,Sachar and Sons - Shop Rent Payment,41882.52,18,3769.43,3769.43,0.0,Sachar and Sons,23ALSBC8645H3ZH,receipt,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002521,2025-09-07,"sale inv to jha, sathe and pai","Sale invoice to Jha, Sathe and Pai",153784.97,18,0.0,0.0,27681.29,"Jha, Sathe and Pai",,bank_statement_line,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN000069,2024-11-05,Handa and Sons - raw plastic pellets supply,Handa and Sons - raw plastic pellets supply,35822.19,18,3223.99,3223.99,0.0,Handa and Sons,33PTREU4774S6ZU,invoice,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001875,2024-03-17,staff outing travel booking - Srinivas-Shenoy,staff outing travel booking - Srinivas-Shenoy,65680.08,5,0.0,0.0,3284.0,Srinivas-Shenoy,32XRAGY0824R6ZF,receipt,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001648,2024-03-20,"Sagar, Pillay and Bhardwaj - Membership Fee","Sagar, Pillay and Bhardwaj - Membership Fee",45756.79,18,4118.11,4118.11,0.0,"Sagar, Pillay and Bhardwaj",19BSDIH4676S8Z3,invoice,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002010,2025-05-26,"Yadav, Dixit and Kaul - employee medical reimbursement","Yadav, Dixit and Kaul - employee medical reimbursement",39249.35,18,3532.44,3532.44,0.0,"Yadav, Dixit and Kaul",,bank_statement_line,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN002137,2024-07-04,"STAFF LIFE INSURANCE PREMIUM PREMIUM PYMT - SRINIVAS, BARIA AND DEWAN","staff life insurance premium premium payment - Srinivas, Baria and Dewan",40836.63,18,0.0,0.0,7350.59,"Srinivas, Baria and Dewan",27JCGLM7976J9ZG,invoice,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN000936,2026-03-26,water supply charges - kala-doshi,water supply charges - Kala-Doshi,13260.79,18,1193.47,1193.47,0.0,Kala-Doshi,33YZHNT7497C8Z2,invoice,Utilities (Business Electricity/Internet),utilities,Eligible,,synthetic
TXN000082,2024-06-18,"Bhat, Murthy and Bhandari - raw cotton supply","Bhat, Murthy and Bhandari - raw cotton supply",117235.81,18,0.0,0.0,21102.45,"Bhat, Murthy and Bhandari",19DJXTX3944Z9ZR,receipt,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001470,2025-01-11,CATERING PAYMNT - LALL AND SONS,Catering payment - Lall and Sons,11401.35,5,285.04,285.04,0.0,Lall and Sons,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN001202,2024-05-25,Dayal  PLC - vehicle registration fee,Dayal PLC - vehicle registration fee,34902.98,28,0.0,0.0,9772.83,Dayal PLC,,bank_statement_line,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN002672,2025-10-03,employee PF contribution payment,employee PF contribution payment,18325.02,exempt,0.0,0.0,0.0,Rajagopalan-Shetty,19PMCRD5338T4Z8,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN000137,2025-10-03,"Payment to Murthy, Dash and Mital for yarn","Payment to Murthy, Dash and Mital for yarn",64718.15,18,5824.64,5824.64,0.0,"Murthy, Dash and Mital",07HSUPU5311V8Z7,invoice,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN001071,2026-11-16,cheque  bounce fee fee - Mohanty-Menon,cheque bounce fee fee - Mohanty-Menon,1195.27,18,107.58,107.58,0.0,Mohanty-Menon,07FNKWB2856F7ZC,invoice,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN001016,2024-10-08,POS machine rental fee - Dugar Ltd,POS machine rental fee - Dugar Ltd,441.44,18,0.0,0.0,79.46,Dugar Ltd,,bank_statement_line,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN001211,2025-08-27,THAKUR-MOHAN - CAR SERVICING,Thakur-Mohan - car servicing,45568.19,28,0.0,0.0,12759.09,Thakur-Mohan,29CNOOI8261U7ZC,receipt,Motor Vehicle Expenses,motor_vehicle,Blocked,"Sec 17(5)(a) blocks ITC on motor vehicles for transport of persons (seating <=13) and related services, unless used for further supply, passenger transport, or driving training.",synthetic
TXN002001,2024-07-30,"employee  medical reimbursement premium payment - Gupta, Dey and Banik","employee medical reimbursement premium payment - Gupta, Dey and Banik",33495.99,18,3014.64,3014.64,0.0,"Gupta, Dey and Banik",32QWFLA3605T5Z8,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN002358,2026-05-13,Construction pmt - Pillai and Sons for building repair works contract,Construction payment - Pillai and Sons for building repair works contract,160443.06,18,14439.88,14439.88,0.0,Pillai and Sons,33ZNSAS4347Y1ZP,receipt,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN002604,2026-11-30,Tella and Sons - staff salary payment,Tella and Sons - staff salary payment,18455.0,exempt,0.0,0.0,0.0,Tella and Sons,23HKZTJ1862U2Z7,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
TXN000749,2024-12-01,"Singh, Nagarajan and Jani - Shop Rent Payment","Singh, Nagarajan and Jani - Shop Rent Payment",82552.56,18,0.0,0.0,14859.46,"Singh, Nagarajan and Jani",32VLYMG8035O8Z8,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN001486,2024-12-30,Catering payment - Gill-Ray,Catering payment - Gill-Ray,862.18,5,21.55,21.55,0.0,Gill-Ray,,bank_statement_line,Food & Beverages/Outdoor Catering,food_catering,Blocked,"Sec 17(5)(b)(i) explicitly blocks ITC on food and beverages and outdoor catering, unless used to make an outward taxable supply of the same category or as part of a composite/mixed supply.",synthetic
TXN002313,2025-05-19,Construction  payment - Chana-Ranganathan for flooring and fixtures work,Construction payment - Chana-Ranganathan for flooring and fixtures work,726401.34,18,65376.12,65376.12,0.0,Chana-Ranganathan,33ZZTVE2809I4ZB,receipt,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN000757,2025-09-26,"Lease rental to Swaminathan, Sharma and Ganguly for office unit","Lease rental to Swaminathan, Sharma and Ganguly for office unit",42956.99,18,0.0,0.0,7732.26,"Swaminathan, Sharma and Ganguly",23GCGVQ0336P1ZU,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN001955,2024-09-03,"home  travel concession booking - Barman, Chatterjee and Wali","home travel concession booking - Barman, Chatterjee and Wali",5400.64,5,135.01,135.01,0.0,"Barman, Chatterjee and Wali",09FZITL9982L9Z0,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN002419,2026-05-23,Sankaran-Mukherjee - Sales Invoice,Sankaran-Mukherjee - Sales Invoice,194937.8,18,17544.4,17544.4,0.0,Sankaran-Mukherjee,,bank_statement_line,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN001841,2025-01-16,employee staff outing travel booking booking - gupta llc,Employee staff outing travel booking booking - Gupta LLC,58448.44,5,1461.21,1461.21,0.0,Gupta LLC,07IILED6792Q2ZH,invoice,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN001925,2026-06-22,staff outing travel booking - Korpal Group,staff outing travel booking - Korpal Group,22823.47,5,0.0,0.0,1141.17,Korpal Group,,bank_statement_line,Employee Travel Benefits,employee_travel,Blocked,"Sec 17(5)(b)(iii) blocks ITC on travel benefits extended to employees (e.g. leave/home travel concession), unless obligatory under law.",synthetic
TXN000764,2026-07-10,lease rental to prakash-bhasin for warehouse space,Lease rental to Prakash-Bhasin for warehouse space,98837.28,18,8895.35,8895.35,0.0,Prakash-Bhasin,09VJFGB4870V6ZZ,invoice,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN002045,2024-10-12,"patla, mane and kadakia - staff life insurance premium","Patla, Mane and Kadakia - staff life insurance premium",59543.69,18,5358.93,5358.93,0.0,"Patla, Mane and Kadakia",32HTPEP0156X1ZO,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN002024,2025-02-09,STAFF LIFE INSURANCE PREMIUM PREMIUM PAYMENT - MAHAL AND SONS,staff life insurance premium premium payment - Mahal and Sons,95033.15,18,8552.99,8552.99,0.0,Mahal and Sons,32LTIVS3434Y9Z0,receipt,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN002138,2025-05-19,"Dada, Morar and Bakshi - employee medical reimbursement","Dada, Morar and Bakshi - employee medical reimbursement",21954.9,18,0.0,0.0,3951.88,"Dada, Morar and Bakshi",,bank_statement_line,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN001197,2025-08-31,GOLE-BUCH - BANK CHARGES,Gole-Buch - Bank Charges,2202.15,18,198.19,198.19,0.0,Gole-Buch,,bank_statement_line,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN000578,2024-05-11,PAYROLL PROCESSING CHARGES - NAIDU LTD,payroll processing charges - Naidu Ltd,39985.81,18,0.0,0.0,7197.45,Naidu Ltd,23MLMZM8209I9ZU,invoice,Input Services (Professional/Consulting/IT),input_services,Eligible,,synthetic
TXN002336,2026-06-01,"NADIG, RAY AND BANDI - FLOORING AND FIXTURES WORK","Nadig, Ray and Bandi - flooring and fixtures work",484212.85,18,0.0,0.0,87158.31,"Nadig, Ray and Bandi",09KKBLW0521V8Z2,invoice,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN002382,2024-10-15,CONSTRUCTION PAYMENT - CHAKRABORTY LLC FOR BUILDING REPAIR WORKS CONTRACT,Construction payment - Chakraborty LLC for building repair works contract,679422.37,18,61148.01,61148.01,0.0,Chakraborty LLC,,bank_statement_line,Works Contract/Construction of Immovable Property,works_contract,Blocked,"Sec 17(5)(c)/(d) blocks ITC on works contract services and goods/services for construction of immovable property (other than plant & machinery), even when used for business.",synthetic
TXN001698,2025-01-16,NAGI LLC - MEMBERSHIP FEE,Nagi LLC - Membership Fee,43033.35,18,3873.0,3873.0,0.0,Nagi LLC,,bank_statement_line,Club/Health/Fitness Memberships,club_membership,Blocked,"Sec 17(5)(b)(ii) blocks ITC on membership of a club, health, or fitness centre.",synthetic
TXN002451,2025-05-23,"Payment received from Rana, Mittal and Chahal for wholesale supply","Payment received from Rana, Mittal and Chahal for wholesale supply",106198.69,18,9557.88,9557.88,0.0,"Rana, Mittal and Chahal",29MVVQB8314F7ZO,invoice,Sales/Outward Supply,sales_revenue,Not Applicable,,synthetic
TXN002082,2024-02-13,"Mody,  Edwin and Sharaf - staff life insurance premium","Mody, Edwin and Sharaf - staff life insurance premium",98344.26,18,8850.99,8850.99,0.0,"Mody, Edwin and Sharaf",32IVKWO9237B4ZQ,invoice,Employee Insurance/Reimbursements,employee_insurance,Blocked,Sec 17(5)(b) blocks ITC on health/life insurance for employees unless it is obligatory for the employer under any law for the time being in force.,synthetic
TXN000333,2024-08-20,"industrial sewing machine installation invoice from Pandey, Kanda and Gupta","industrial sewing machine installation invoice from Pandey, Kanda and Gupta",729803.21,18,65682.29,65682.29,0.0,"Pandey, Kanda and Gupta",29JMBJQ7571K4Z8,invoice,Capital Goods,capital_goods,Eligible,,synthetic
TXN000626,2026-09-29,"Walia, Suri and Mistry - Shop Rent Payment","Walia, Suri and Mistry - Shop Rent Payment",24453.24,18,2200.79,2200.79,0.0,"Walia, Suri and Mistry",29DIYPF8740J1ZH,receipt,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN001183,2024-08-22,Garde-Golla - account maintenance charge,Garde-Golla - account maintenance charge,2920.5,18,0.0,0.0,525.69,Garde-Golla,29JWWPS1853G8ZC,invoice,Bank Charges/Financial Services,bank_charges,Eligible,,synthetic
TXN000613,2025-06-30,Lease rental to Hayer LLC for shop premises,Lease rental to Hayer LLC for shop premises,69606.99,18,6264.63,6264.63,0.0,Hayer LLC,,bank_statement_line,Rent/Lease of Business Premises,rent,Eligible,,synthetic
TXN000039,2025-08-19,purch  of plastic granules from Memon Group,Purchase of plastic granules from Memon Group,900.02,18,81.0,81.0,0.0,Memon Group,,bank_statement_line,Purchase of Goods (Raw Material/Trading Stock),purchase_goods,Eligible,,synthetic
TXN002651,2026-09-25,Walia-Sen - municipal tax payment,Walia-Sen - municipal tax payment,14656.41,exempt,0.0,0.0,0.0,Walia-Sen,23OPIRA0738D5ZB,receipt,Exempt/Non-GST Expense,exempt_non_gst,Not Applicable,,synthetic
